jira_key,priority,squad,ticket_name,creation_date
AERIS-6277,medium,Orbit,"PR analytics panel resets pagination unexpectedly on first load after deploy, impacting weekly operations review",2024-05-06T19:39:03.282Z
AERIS-5996,medium,Forge,"Audit trail misclassifies priority labels when API latency spikes, creating noisy support alerts",2024-05-07T10:03:53.254Z
AERIS-6388,high,Orbit,"Timezone rendering does not persist settings after timezone changes, breaking audit requirements",2024-05-07T22:15:13.535Z
AERIS-6262,medium,Horizon,"Report scheduler truncates long values when reconnecting after offline mode, breaking audit requirements",2024-05-15T02:54:52.248Z
AERIS-6032,low,Horizon,"Mobile layout fails silently during concurrent edits, slowing engineering triage",2024-05-21T07:19:31.714Z
AERIS-6209,medium,Horizon,"Report scheduler does not persist settings after toggling date level, blocking release verification",2024-05-21T18:45:29.390Z
AERIS-6313,low,Horizon,"Bug trend chart loads with incorrect totals when switching squads, breaking audit requirements",2024-05-23T16:24:33.378Z
AERIS-5900,medium,Orbit,"Report scheduler truncates long values for repositories with archived branches, creating noisy support alerts",2024-05-25T00:18:07.604Z
AERIS-6307,low,Horizon,"Alert routing duplicates records when exporting to CSV, slowing engineering triage",2024-05-26T14:54:48.696Z
AERIS-6125,high,Horizon,"Repository insights misclassifies priority labels when API latency spikes, causing inaccurate KPIs",2024-05-28T07:19:03.757Z
AERIS-5993,low,Horizon,"Webhook processing shows inconsistent sorting on dashboards with large datasets, blocking release verification",2024-05-31T04:43:58.133Z
AERIS-6334,medium,Forge,"Notification center loads with incorrect totals after enabling feature flags, blocking release verification",2024-06-06T02:39:06.487Z
AERIS-6026,high,Forge,"Repository insights shows stale data during concurrent edits, causing inaccurate KPIs",2024-06-08T11:59:27.417Z
AERIS-6133,medium,Orbit,"Billing webhook does not persist settings on first load after deploy, causing inaccurate KPIs",2024-06-19T00:32:52.076Z
AERIS-5987,medium,Orbit,"CSV export rejects valid payloads when switching squads, impacting weekly operations review",2024-06-22T19:46:51.778Z
AERIS-5903,medium,Horizon,"Billing webhook rejects valid payloads after timezone changes, creating noisy support alerts",2024-06-23T07:14:12.381Z
AERIS-5979,medium,Forge,"Audit trail resets pagination unexpectedly after toggling date level, breaking audit requirements",2024-06-29T03:41:52.463Z
AERIS-5958,low,Forge,"Dashboard filters does not persist settings after toggling date level, breaking audit requirements",2024-07-16T05:58:11.391Z
AERIS-6123,medium,Orbit,"Timezone rendering fails silently when switching squads, blocking release verification",2024-07-22T04:11:36.089Z
AERIS-6091,medium,Horizon,"Release notes sync truncates long values when exporting to CSV, creating noisy support alerts",2024-07-25T04:13:10.972Z
AERIS-6144,medium,Forge,"Notification center resets pagination unexpectedly when using Safari, slowing engineering triage",2024-07-27T18:01:19.504Z
AERIS-6253,medium,Forge,"Billing webhook drops user-selected filters for repositories with archived branches, causing inaccurate KPIs",2024-07-30T10:27:11.457Z
AERIS-5918,medium,Orbit,"Mobile layout truncates long values when exporting to CSV, affecting customer reporting",2024-08-02T10:20:44.664Z
AERIS-6003,high,Horizon,"Billing webhook resets pagination unexpectedly on mobile portrait mode, creating noisy support alerts",2024-08-04T12:57:53.916Z
AERIS-5915,high,Forge,"Audit trail leaks memory over long sessions after toggling date level, impacting weekly operations review",2024-08-05T11:25:01.424Z
AERIS-6002,medium,Forge,"Audit trail duplicates records when using Safari, breaking audit requirements",2024-08-05T22:50:52.554Z
AERIS-6010,medium,Orbit,"Background worker shows inconsistent sorting after timezone changes, impacting executive dashboard confidence",2024-08-06T05:21:49.228Z
AERIS-6162,medium,Forge,"CSV export does not persist settings after enabling feature flags, causing inaccurate KPIs",2024-08-07T23:37:01.477Z
AERIS-5981,high,Horizon,"Dashboard filters loads with incorrect totals when switching squads, affecting customer reporting",2024-08-08T06:43:49.254Z
AERIS-6293,low,Forge,"Report scheduler returns a 500 error during peak traffic, breaking audit requirements",2024-08-11T16:48:31.648Z
AERIS-6216,high,Horizon,"CSV export resets pagination unexpectedly on dashboards with large datasets, impacting executive dashboard confidence",2024-08-14T17:26:39.197Z
AERIS-6124,high,Horizon,"PR analytics panel resets pagination unexpectedly when API latency spikes, blocking release verification",2024-08-14T23:10:38.873Z
AERIS-6177,low,Orbit,"CSV export emits malformed timestamps for read-only users, impacting executive dashboard confidence",2024-08-15T12:42:04.037Z
AERIS-6203,low,Forge,"Report scheduler duplicates records on mobile portrait mode, affecting customer reporting",2024-08-20T08:17:48.855Z
AERIS-6390,medium,Orbit,"CSV export loads with incorrect totals during concurrent edits, slowing engineering triage",2024-08-24T12:17:51.448Z
AERIS-6280,medium,Forge,"Embed auth flow truncates long values when exporting to CSV, blocking release verification",2024-08-24T15:00:10.822Z
AERIS-6029,low,Orbit,"Billing webhook shows inconsistent sorting on dashboards with large datasets, slowing engineering triage",2024-08-27T19:36:53.181Z
AERIS-5920,low,Horizon,"Repository insights loads with incorrect totals on first load after deploy, blocking release verification",2024-08-28T19:07:54.223Z
AERIS-5989,medium,Orbit,"Timezone rendering duplicates records after token refresh, affecting customer reporting",2024-08-29T14:35:04.565Z
AERIS-6340,low,Horizon,"Mobile layout renders blank state unexpectedly after token refresh, affecting customer reporting",2024-08-29T15:40:11.822Z
AERIS-5943,low,Horizon,"Alert routing leaks memory over long sessions when using Safari, slowing engineering triage",2024-09-01T14:44:01.738Z
AERIS-6005,low,Orbit,"Embed auth flow renders blank state unexpectedly during peak traffic, blocking release verification",2024-09-02T06:10:35.022Z
AERIS-6071,medium,Forge,"Search indexing misclassifies priority labels during peak traffic, breaking audit requirements",2024-09-02T09:14:27.655Z
AERIS-5944,high,Horizon,"Notification center misclassifies priority labels after timezone changes, affecting customer reporting",2024-09-02T12:12:57.172Z
AERIS-5931,medium,Horizon,"Mobile layout reports incorrect line counts on dashboards with large datasets, breaking audit requirements",2024-09-05T09:10:01.484Z
AERIS-6105,low,Forge,"Webhook processing rejects valid payloads when exporting to CSV, affecting customer reporting",2024-09-12T06:37:11.290Z
AERIS-6329,low,Forge,"Billing webhook renders blank state unexpectedly for repositories with archived branches, impacting executive dashboard confidence",2024-09-13T12:37:30.615Z
AERIS-6366,low,Orbit,"Webhook processing does not persist settings during concurrent edits, creating noisy support alerts",2024-09-19T21:07:11.976Z
AERIS-5933,medium,Horizon,"Search indexing creates duplicate notifications after timezone changes, causing inaccurate KPIs",2024-09-25T04:30:24.829Z
AERIS-6053,medium,Orbit,"Notification center emits malformed timestamps for read-only users, slowing engineering triage",2024-09-27T20:54:11.986Z
AERIS-5927,low,Forge,"Search indexing shows inconsistent sorting for read-only users, slowing engineering triage",2024-10-04T07:19:52.958Z
AERIS-6015,medium,Forge,"Bug trend chart ignores retry backoff when switching squads, affecting customer reporting",2024-10-04T19:29:47.830Z
AERIS-6217,medium,Orbit,"Embed auth flow returns a 500 error for read-only users, affecting customer reporting",2024-10-08T07:34:13.485Z
AERIS-6270,medium,Horizon,"Webhook processing reports incorrect line counts after enabling feature flags, blocking release verification",2024-10-13T02:29:40.648Z
AERIS-6389,medium,Horizon,"Notification center duplicates records during peak traffic, impacting weekly operations review",2024-10-13T04:55:40.128Z
AERIS-5940,low,Forge,"CSV export creates duplicate notifications on mobile portrait mode, affecting customer reporting",2024-10-13T22:23:52.902Z
AERIS-5999,low,Orbit,"SAML login leaks memory over long sessions when reconnecting after offline mode, breaking audit requirements",2024-10-15T01:40:21.138Z
AERIS-5904,medium,Forge,"CSV export fails silently after toggling date level, slowing engineering triage",2024-10-17T16:11:29.246Z
AERIS-6196,low,Orbit,"Role permissions times out after 30 seconds when reconnecting after offline mode, creating noisy support alerts",2024-10-18T00:00:58.958Z
AERIS-6126,low,Forge,"Background worker truncates long values for repositories with archived branches, blocking release verification",2024-10-25T00:24:01.060Z
AERIS-6192,low,Orbit,"Background worker drops user-selected filters when API latency spikes, breaking audit requirements",2024-10-25T06:32:28.547Z
AERIS-5896,medium,Horizon,"Bug trend chart reports incorrect line counts for read-only users, blocking release verification",2024-10-28T22:49:09.710Z
AERIS-6238,medium,Forge,"PR analytics panel returns a 500 error after enabling feature flags, blocking release verification",2024-10-29T12:29:07.173Z
AERIS-5964,medium,Orbit,"Bug trend chart locks up under heavy load when using Safari, slowing engineering triage",2024-10-30T01:13:26.136Z
AERIS-6234,medium,Horizon,"Bug trend chart misclassifies priority labels when reconnecting after offline mode, impacting weekly operations review",2024-11-01T11:33:34.192Z
AERIS-6107,low,Horizon,"Alert routing ignores retry backoff after toggling date level, creating noisy support alerts",2024-11-03T23:22:22.793Z
AERIS-5969,high,Horizon,"API rate limiter resets pagination unexpectedly when API latency spikes, breaking audit requirements",2024-11-09T21:39:00.297Z
AERIS-6308,low,Forge,"API rate limiter creates duplicate notifications during peak traffic, impacting executive dashboard confidence",2024-11-10T11:14:16.514Z
AERIS-6374,low,Forge,"Audit trail does not persist settings when exporting to CSV, breaking audit requirements",2024-11-10T12:47:01.751Z
AERIS-6134,low,Horizon,"Bug trend chart drops user-selected filters when reconnecting after offline mode, creating noisy support alerts",2024-11-15T01:51:32.541Z
AERIS-6336,low,Horizon,"Role permissions drops user-selected filters when reconnecting after offline mode, blocking release verification",2024-11-16T13:19:46.958Z
AERIS-6038,medium,Orbit,"Notification center loads with incorrect totals after timezone changes, causing inaccurate KPIs",2024-11-18T20:21:59.146Z
AERIS-6356,medium,Horizon,"Billing webhook renders blank state unexpectedly for read-only users, impacting executive dashboard confidence",2024-11-19T11:48:53.343Z
AERIS-6364,low,Horizon,"Embed auth flow drops user-selected filters during peak traffic, breaking audit requirements",2024-11-19T18:18:21.445Z
AERIS-5909,medium,Orbit,"Embed auth flow does not persist settings on mobile portrait mode, breaking audit requirements",2024-11-20T21:19:27.627Z
AERIS-6163,medium,Orbit,"Webhook processing emits malformed timestamps when API latency spikes, slowing engineering triage",2024-11-22T10:21:26.813Z
AERIS-6098,low,Orbit,"Embed auth flow creates duplicate notifications after token refresh, breaking audit requirements",2024-11-25T16:45:59.901Z
AERIS-6072,low,Forge,"Timezone rendering duplicates records after timezone changes, breaking audit requirements",2024-11-26T01:12:14.383Z
AERIS-6360,low,Horizon,"CSV export ignores retry backoff on mobile portrait mode, impacting weekly operations review",2024-11-28T06:44:29.427Z
AERIS-6195,low,Orbit,"Alert routing misclassifies priority labels when API latency spikes, impacting weekly operations review",2024-11-30T09:28:23.097Z
AERIS-6166,low,Forge,"Webhook processing times out after 30 seconds on mobile portrait mode, impacting weekly operations review",2024-12-04T09:09:09.859Z
AERIS-6160,low,Forge,"Timezone rendering does not persist settings for read-only users, slowing engineering triage",2024-12-04T11:13:42.736Z
AERIS-6061,low,Orbit,"Dashboard filters drops user-selected filters during concurrent edits, affecting customer reporting",2024-12-07T03:47:04.931Z
AERIS-6250,medium,Orbit,"Dashboard filters rejects valid payloads after token refresh, impacting weekly operations review",2024-12-08T09:27:49.555Z
AERIS-6213,medium,Orbit,"Repository insights shows inconsistent sorting after timezone changes, impacting weekly operations review",2024-12-11T17:55:39.294Z
AERIS-5983,medium,Horizon,"Audit trail shows inconsistent sorting after toggling date level, affecting customer reporting",2024-12-12T00:19:30.813Z
AERIS-6146,high,Horizon,"API rate limiter truncates long values during concurrent edits, causing inaccurate KPIs",2024-12-13T16:13:11.891Z
AERIS-6007,high,Forge,"Timezone rendering leaks memory over long sessions after token refresh, creating noisy support alerts",2024-12-14T18:55:44.858Z
AERIS-6342,medium,Forge,"PR analytics panel duplicates records when using Safari, creating noisy support alerts",2024-12-15T18:45:28.429Z
AERIS-6047,high,Horizon,"Search indexing creates duplicate notifications when reconnecting after offline mode, impacting weekly operations review",2024-12-16T04:04:09.220Z
AERIS-6008,medium,Orbit,"PR analytics panel does not persist settings after timezone changes, impacting executive dashboard confidence",2024-12-23T13:39:03.302Z
AERIS-6368,high,Orbit,"Report scheduler loads with incorrect totals after enabling feature flags, creating noisy support alerts",2024-12-28T05:45:00.202Z
AERIS-6268,high,Orbit,"Release notes sync loads with incorrect totals after enabling feature flags, causing inaccurate KPIs",2024-12-29T15:12:00.766Z
AERIS-6076,low,Forge,"Mobile layout does not persist settings during concurrent edits, breaking audit requirements",2024-12-30T02:13:42.165Z
AERIS-6193,medium,Orbit,"Alert routing duplicates records on dashboards with large datasets, creating noisy support alerts",2025-01-08T16:34:07.034Z
AERIS-6228,high,Orbit,"Mobile layout shows inconsistent sorting on mobile portrait mode, blocking release verification",2025-01-09T12:47:40.500Z
AERIS-6298,low,Horizon,"Dashboard filters drops user-selected filters when switching squads, causing inaccurate KPIs",2025-01-11T05:12:53.467Z
AERIS-6224,medium,Orbit,"PR analytics panel truncates long values when reconnecting after offline mode, causing inaccurate KPIs",2025-01-18T01:02:47.706Z
AERIS-6260,medium,Forge,"Notification center returns a 500 error after timezone changes, creating noisy support alerts",2025-01-20T15:55:19.647Z
AERIS-5906,high,Orbit,"Dashboard filters drops user-selected filters when switching squads, slowing engineering triage",2025-01-21T02:24:49.726Z
AERIS-6283,medium,Orbit,"Search indexing shows stale data after enabling feature flags, blocking release verification",2025-01-28T14:13:57.456Z
AERIS-5905,medium,Horizon,"CSV export rejects valid payloads when using Safari, creating noisy support alerts",2025-01-28T17:40:23.538Z
AERIS-5947,high,Orbit,"Search indexing ignores retry backoff on first load after deploy, impacting weekly operations review",2025-01-29T15:53:49.777Z
AERIS-6095,high,Orbit,"Repository insights returns a 500 error when using Safari, causing inaccurate KPIs",2025-01-31T07:21:56.593Z
AERIS-6361,medium,Forge,"PR analytics panel does not persist settings when switching squads, impacting executive dashboard confidence",2025-01-31T13:40:39.515Z
AERIS-6207,medium,Orbit,"Billing webhook returns a 500 error after token refresh, creating noisy support alerts",2025-02-01T01:21:10.194Z
AERIS-6056,medium,Forge,"Billing webhook returns a 500 error when API latency spikes, causing inaccurate KPIs",2025-02-03T11:52:37.809Z
AERIS-6018,low,Forge,"Repository insights rejects valid payloads when API latency spikes, impacting executive dashboard confidence",2025-02-03T13:03:04.096Z
AERIS-6346,high,Horizon,"Billing webhook locks up under heavy load after timezone changes, creating noisy support alerts",2025-02-04T18:12:05.715Z
AERIS-6343,high,Orbit,"Notification center locks up under heavy load during concurrent edits, impacting weekly operations review",2025-02-07T16:27:13.587Z
AERIS-6357,low,Forge,"Embed auth flow emits malformed timestamps when switching squads, blocking release verification",2025-02-10T23:29:59.511Z
AERIS-6027,low,Orbit,"Dashboard filters creates duplicate notifications when API latency spikes, affecting customer reporting",2025-02-11T21:24:01.395Z
AERIS-5991,low,Orbit,"API rate limiter fails silently when switching squads, impacting executive dashboard confidence",2025-02-13T17:56:09.675Z
AERIS-6248,medium,Horizon,"API rate limiter truncates long values when switching squads, impacting weekly operations review",2025-02-15T14:00:24.156Z
AERIS-5960,medium,Forge,"Embed auth flow emits malformed timestamps when API latency spikes, creating noisy support alerts",2025-02-15T18:05:33.455Z
AERIS-6214,low,Horizon,"Billing webhook renders blank state unexpectedly after token refresh, impacting executive dashboard confidence",2025-02-16T18:45:40.757Z
AERIS-6275,low,Orbit,"API rate limiter drops user-selected filters during concurrent edits, breaking audit requirements",2025-02-22T07:46:16.777Z
AERIS-5936,low,Orbit,"Dashboard filters truncates long values for repositories with archived branches, impacting weekly operations review",2025-02-25T03:06:14.529Z
AERIS-6295,medium,Forge,"API rate limiter times out after 30 seconds when switching squads, slowing engineering triage",2025-02-27T19:03:12.253Z
AERIS-6100,low,Forge,"PR analytics panel locks up under heavy load on mobile portrait mode, impacting executive dashboard confidence",2025-03-03T09:21:49.337Z
AERIS-6290,medium,Horizon,"Release notes sync shows stale data after toggling date level, impacting weekly operations review",2025-03-05T09:06:16.903Z
AERIS-5962,low,Forge,"API rate limiter reports incorrect line counts during peak traffic, creating noisy support alerts",2025-03-05T21:15:40.845Z
AERIS-5938,low,Forge,"Background worker shows inconsistent sorting during peak traffic, affecting customer reporting",2025-03-08T07:50:02.770Z
AERIS-6088,low,Horizon,"API rate limiter truncates long values during concurrent edits, breaking audit requirements",2025-03-17T02:27:15.173Z
AERIS-5908,low,Horizon,"Billing webhook ignores retry backoff when reconnecting after offline mode, impacting executive dashboard confidence",2025-03-17T07:09:01.992Z
AERIS-6092,medium,Forge,"Search indexing misclassifies priority labels when exporting to CSV, creating noisy support alerts",2025-03-18T06:24:14.772Z
AERIS-5916,high,Forge,"Search indexing renders blank state unexpectedly when switching squads, impacting weekly operations review",2025-03-18T07:53:59.043Z
AERIS-6393,low,Forge,"Dashboard filters shows stale data after token refresh, impacting executive dashboard confidence",2025-03-31T13:13:48.745Z
AERIS-6069,medium,Horizon,"Bug trend chart fails silently after timezone changes, breaking audit requirements",2025-03-31T20:15:26.718Z
AERIS-6274,low,Horizon,"PR analytics panel returns a 500 error when exporting to CSV, breaking audit requirements",2025-04-06T23:36:53.552Z
AERIS-6063,high,Horizon,"PR analytics panel reports incorrect line counts on dashboards with large datasets, impacting weekly operations review",2025-04-10T19:25:27.121Z
AERIS-6147,high,Forge,"Timezone rendering ignores retry backoff when switching squads, breaking audit requirements",2025-04-10T19:32:37.592Z
AERIS-5971,medium,Orbit,"Bug trend chart reports incorrect line counts when switching squads, causing inaccurate KPIs",2025-04-12T16:52:50.352Z
AERIS-5941,low,Horizon,"API rate limiter ignores retry backoff when reconnecting after offline mode, breaking audit requirements",2025-04-14T05:38:54.489Z
AERIS-5984,medium,Horizon,"Audit trail emits malformed timestamps for repositories with archived branches, slowing engineering triage",2025-04-14T22:35:35.000Z
AERIS-6273,low,Forge,"Embed auth flow emits malformed timestamps when reconnecting after offline mode, causing inaccurate KPIs",2025-04-15T06:49:00.693Z
AERIS-5957,high,Horizon,"Alert routing drops user-selected filters when using Safari, causing inaccurate KPIs",2025-04-16T06:49:51.213Z
AERIS-6024,medium,Forge,"Release notes sync leaks memory over long sessions when API latency spikes, impacting weekly operations review",2025-04-16T06:57:37.776Z
AERIS-6127,medium,Forge,"Repository insights locks up under heavy load when exporting to CSV, blocking release verification",2025-04-16T07:05:07.468Z
AERIS-6149,medium,Orbit,"CSV export duplicates records when reconnecting after offline mode, slowing engineering triage",2025-04-18T05:38:24.593Z
AERIS-6352,medium,Forge,"Background worker truncates long values during concurrent edits, creating noisy support alerts",2025-04-19T00:34:19.060Z
AERIS-6377,medium,Forge,"Dashboard filters returns a 500 error on mobile portrait mode, impacting weekly operations review",2025-04-19T03:01:08.757Z
AERIS-6016,medium,Orbit,"Search indexing reports incorrect line counts after toggling date level, blocking release verification",2025-04-19T20:51:13.769Z
AERIS-5980,medium,Orbit,"Bug trend chart resets pagination unexpectedly when switching squads, impacting executive dashboard confidence",2025-04-20T20:16:34.867Z
AERIS-6165,low,Forge,"CSV export returns a 500 error after toggling date level, creating noisy support alerts",2025-04-22T19:17:20.659Z
AERIS-6240,low,Orbit,"Audit trail does not persist settings when exporting to CSV, impacting weekly operations review",2025-04-27T01:56:20.747Z
AERIS-6058,low,Orbit,"Embed auth flow shows inconsistent sorting for repositories with archived branches, breaking audit requirements",2025-04-27T22:15:19.307Z
AERIS-6078,low,Horizon,"Dashboard filters shows stale data after enabling feature flags, creating noisy support alerts",2025-04-29T23:43:31.745Z
AERIS-6083,high,Forge,"Role permissions emits malformed timestamps when API latency spikes, impacting executive dashboard confidence",2025-05-01T08:23:55.719Z
AERIS-6014,medium,Horizon,"SAML login drops user-selected filters for repositories with archived branches, breaking audit requirements",2025-05-04T07:05:56.648Z
AERIS-6312,low,Horizon,"Embed auth flow rejects valid payloads when exporting to CSV, creating noisy support alerts",2025-05-05T07:48:43.258Z
AERIS-6048,medium,Orbit,"Dashboard filters emits malformed timestamps during concurrent edits, impacting executive dashboard confidence",2025-05-06T02:58:23.542Z
AERIS-6017,medium,Horizon,"SAML login renders blank state unexpectedly after token refresh, impacting weekly operations review",2025-05-06T07:21:27.766Z
AERIS-6335,medium,Horizon,"Billing webhook shows stale data when using Safari, affecting customer reporting",2025-05-07T07:31:52.554Z
AERIS-6170,medium,Forge,"Notification center loads with incorrect totals after timezone changes, impacting executive dashboard confidence",2025-05-11T02:28:20.572Z
AERIS-6084,low,Orbit,"CSV export duplicates records when using Safari, breaking audit requirements",2025-05-13T02:25:29.173Z
AERIS-6226,low,Orbit,"Billing webhook creates duplicate notifications on mobile portrait mode, blocking release verification",2025-05-17T09:28:09.644Z
AERIS-6151,medium,Orbit,"Notification center misclassifies priority labels on dashboards with large datasets, creating noisy support alerts",2025-05-21T13:33:29.664Z
AERIS-6148,low,Orbit,"Embed auth flow creates duplicate notifications when API latency spikes, impacting executive dashboard confidence",2025-05-22T13:21:17.643Z
AERIS-6181,low,Horizon,"CSV export creates duplicate notifications during concurrent edits, creating noisy support alerts",2025-05-24T21:34:58.439Z
AERIS-6115,low,Forge,"Notification center duplicates records on mobile portrait mode, blocking release verification",2025-05-25T17:15:20.856Z
AERIS-6055,low,Forge,"Embed auth flow duplicates records after toggling date level, affecting customer reporting",2025-05-29T00:48:20.443Z
AERIS-6256,low,Orbit,"Role permissions rejects valid payloads when reconnecting after offline mode, slowing engineering triage",2025-05-30T07:59:54.274Z
AERIS-6116,low,Forge,"Role permissions returns a 500 error for repositories with archived branches, blocking release verification",2025-06-01T01:38:37.965Z
AERIS-6045,medium,Orbit,"CSV export drops user-selected filters on dashboards with large datasets, blocking release verification",2025-06-10T00:48:58.033Z
AERIS-6257,medium,Horizon,"Webhook processing duplicates records after timezone changes, creating noisy support alerts",2025-06-13T10:48:53.007Z
AERIS-5985,medium,Horizon,"Repository insights returns a 500 error when switching squads, affecting customer reporting",2025-06-15T20:06:56.422Z
AERIS-5959,low,Horizon,"Report scheduler rejects valid payloads for repositories with archived branches, impacting weekly operations review",2025-06-20T19:11:18.466Z
AERIS-5949,low,Forge,"Repository insights leaks memory over long sessions when exporting to CSV, impacting weekly operations review",2025-06-22T12:09:50.105Z
AERIS-6235,medium,Horizon,"Embed auth flow returns a 500 error after toggling date level, impacting executive dashboard confidence",2025-06-23T09:14:27.459Z
AERIS-6376,medium,Forge,"Alert routing rejects valid payloads during concurrent edits, breaking audit requirements",2025-06-24T15:53:01.685Z
AERIS-6191,high,Orbit,"Embed auth flow reports incorrect line counts when using Safari, affecting customer reporting",2025-06-26T08:03:44.681Z
AERIS-5955,medium,Horizon,"Background worker misclassifies priority labels when reconnecting after offline mode, blocking release verification",2025-06-27T09:30:54.913Z
AERIS-6344,medium,Forge,"CSV export duplicates records after enabling feature flags, causing inaccurate KPIs",2025-06-28T23:18:45.524Z
AERIS-5968,low,Orbit,"Audit trail truncates long values after enabling feature flags, slowing engineering triage",2025-06-29T09:10:40.660Z
AERIS-5937,medium,Orbit,"PR analytics panel returns a 500 error when reconnecting after offline mode, blocking release verification",2025-07-04T02:17:55.698Z
AERIS-6230,high,Forge,"Report scheduler fails silently during concurrent edits, breaking audit requirements",2025-07-04T23:53:43.150Z
AERIS-6152,high,Orbit,"Background worker locks up under heavy load on first load after deploy, breaking audit requirements",2025-07-08T17:36:18.147Z
AERIS-6337,low,Orbit,"API rate limiter ignores retry backoff when API latency spikes, breaking audit requirements",2025-07-09T23:35:54.877Z
AERIS-6079,medium,Orbit,"Background worker truncates long values after token refresh, creating noisy support alerts",2025-07-12T16:28:07.795Z
AERIS-6220,low,Horizon,"Dashboard filters shows stale data on first load after deploy, causing inaccurate KPIs",2025-07-14T08:54:28.838Z
AERIS-6033,medium,Orbit,"Alert routing renders blank state unexpectedly after token refresh, impacting executive dashboard confidence",2025-07-15T12:36:28.063Z
AERIS-6154,medium,Orbit,"Release notes sync returns a 500 error after toggling date level, causing inaccurate KPIs",2025-07-16T11:49:08.148Z
AERIS-6296,medium,Horizon,"Release notes sync renders blank state unexpectedly on first load after deploy, causing inaccurate KPIs",2025-07-17T08:08:43.877Z
AERIS-6221,medium,Forge,"Notification center ignores retry backoff when API latency spikes, blocking release verification",2025-07-20T23:27:19.995Z
AERIS-6070,medium,Horizon,"Audit trail renders blank state unexpectedly when using Safari, impacting executive dashboard confidence",2025-07-23T18:45:03.747Z
AERIS-6009,medium,Forge,"Embed auth flow does not persist settings for repositories with archived branches, blocking release verification",2025-07-27T17:48:30.988Z
AERIS-5990,medium,Horizon,"Repository insights renders blank state unexpectedly when exporting to CSV, impacting weekly operations review",2025-07-30T15:15:56.345Z
AERIS-6351,medium,Horizon,"PR analytics panel drops user-selected filters after timezone changes, slowing engineering triage",2025-07-31T10:40:39.155Z
AERIS-6303,medium,Forge,"Mobile layout leaks memory over long sessions when reconnecting after offline mode, impacting weekly operations review",2025-08-04T09:11:15.249Z
AERIS-6265,low,Horizon,"Repository insights duplicates records when exporting to CSV, impacting weekly operations review",2025-08-05T15:26:32.553Z
AERIS-6286,low,Forge,"PR analytics panel shows stale data when API latency spikes, affecting customer reporting",2025-08-08T23:44:25.704Z
AERIS-6080,medium,Forge,"SAML login drops user-selected filters for repositories with archived branches, breaking audit requirements",2025-08-09T06:57:18.380Z
AERIS-6263,medium,Orbit,"API rate limiter truncates long values for read-only users, breaking audit requirements",2025-08-13T00:56:19.115Z
AERIS-6011,medium,Forge,"Timezone rendering resets pagination unexpectedly after toggling date level, breaking audit requirements",2025-08-14T04:03:27.295Z
AERIS-6066,high,Forge,"Release notes sync leaks memory over long sessions during concurrent edits, impacting executive dashboard confidence",2025-08-15T10:54:37.679Z
AERIS-5967,low,Orbit,"Audit trail drops user-selected filters when reconnecting after offline mode, blocking release verification",2025-08-18T15:00:39.003Z
AERIS-5919,low,Forge,"Dashboard filters creates duplicate notifications during concurrent edits, impacting executive dashboard confidence",2025-08-20T11:58:58.647Z
AERIS-6086,high,Horizon,"API rate limiter creates duplicate notifications after enabling feature flags, causing inaccurate KPIs",2025-08-20T23:14:55.078Z
AERIS-6136,medium,Horizon,"Alert routing ignores retry backoff after token refresh, blocking release verification",2025-08-24T05:54:22.916Z
AERIS-5901,medium,Forge,"Bug trend chart times out after 30 seconds after timezone changes, impacting executive dashboard confidence",2025-08-25T21:04:53.303Z
AERIS-6187,low,Orbit,"Timezone rendering rejects valid payloads on mobile portrait mode, causing inaccurate KPIs",2025-08-30T15:12:36.041Z
AERIS-6189,low,Orbit,"Billing webhook truncates long values when switching squads, breaking audit requirements",2025-08-31T18:19:18.432Z
AERIS-6225,high,Orbit,"Billing webhook fails silently when API latency spikes, affecting customer reporting",2025-09-05T18:55:42.395Z
AERIS-6022,medium,Horizon,"PR analytics panel locks up under heavy load during concurrent edits, impacting weekly operations review",2025-09-09T11:28:14.236Z
AERIS-6109,medium,Forge,"Dashboard filters fails silently when API latency spikes, blocking release verification",2025-09-10T09:03:09.537Z
AERIS-6354,medium,Orbit,"Dashboard filters times out after 30 seconds when switching squads, blocking release verification",2025-09-10T09:18:15.754Z
AERIS-6359,medium,Horizon,"Webhook processing reports incorrect line counts when using Safari, impacting executive dashboard confidence",2025-09-10T15:40:02.038Z
AERIS-6077,medium,Horizon,"Webhook processing renders blank state unexpectedly on first load after deploy, blocking release verification",2025-09-10T16:14:58.289Z
AERIS-6229,medium,Orbit,"Background worker drops user-selected filters after timezone changes, affecting customer reporting",2025-09-11T11:37:26.198Z
AERIS-6068,low,Horizon,"Repository insights shows stale data when using Safari, breaking audit requirements",2025-09-11T17:04:07.590Z
AERIS-5970,medium,Horizon,"Report scheduler leaks memory over long sessions during concurrent edits, impacting weekly operations review",2025-09-12T16:56:46.526Z
AERIS-6040,low,Orbit,"Report scheduler creates duplicate notifications on first load after deploy, creating noisy support alerts",2025-09-13T19:02:08.692Z
AERIS-6338,medium,Horizon,"Role permissions returns a 500 error for read-only users, creating noisy support alerts",2025-09-15T13:51:00.834Z
AERIS-6284,low,Forge,"SAML login duplicates records when using Safari, affecting customer reporting",2025-09-15T18:29:04.157Z
AERIS-6006,low,Orbit,"Repository insights duplicates records after toggling date level, blocking release verification",2025-09-18T06:52:52.326Z
